STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,,FREQ,,MEASURE,,AGE,,SEX,,UNIT_MEASURE,,METHODOLOGY,,TIME_PERIOD,,OBS_VALUE,,OBS_STATUS,,UNIT_MULT,,DECIMALS,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1990,,9.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1991,,8.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1992,,8.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1993,,9.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1994,,9.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1995,,8.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1996,,9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1997,,8.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1998,,8.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1999,,8.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2000,,8.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2001,,8.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2002,,8.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2003,,8.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2004,,8.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2005,,8.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2006,,7.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2007,,7.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2008,,7.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2009,,7.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2010,,7.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2011,,7.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2012,,7.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2013,,7.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2014,,7.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2015,,7.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2016,,7.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2017,,7.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2018,,7.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2019,,7.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2020,,6.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2021,,6.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,JPN,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2022,,6.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1960,,3.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1961,,3.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1962,,3.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1963,,3.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1964,,3.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1965,,3.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1966,,3.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1967,,4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1968,,4.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1969,,4.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1970,,4.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1971,,4.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1972,,5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1973,,5.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1974,,5.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1975,,5.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1976,,5.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1977,,5.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1978,,5.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1979,,5.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1980,,6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1981,,5.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1982,,4.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1983,,4.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1984,,5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1985,,5.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1986,,5.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1987,,5.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1988,,5.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1989,,5.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1990,,5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1991,,4.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1992,,4.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1993,,4.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1994,,4.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1995,,4.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1996,,5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1997,,5.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1998,,5.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1999,,5.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2000,,5.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2001,,5.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2002,,5.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2003,,6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2004,,6.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2005,,6.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2006,,6.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2007,,6.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2008,,6.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2009,,6.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2010,,6.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2011,,6.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2012,,6.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2013,,6.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2014,,6.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2015,,6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2016,,6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2017,,6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2018,,6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2019,,6.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2020,,7.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2021,,7.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2022,,6.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,2023,,6.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1963,,11.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1964,,11.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1965,,9.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1966,,11.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1967,,11.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1968,,11.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1969,,9.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1970,,9.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1971,,11.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1972,,12.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1973,,11.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1974,,10,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1975,,8.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1976,,9.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1977,,10.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1978,,9.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1979,,10.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1980,,10.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1981,,9.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1982,,12.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1983,,10,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1984,,10,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1985,,9.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1986,,8.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1987,,9.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1988,,9.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1989,,8.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1990,,8.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1991,,8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1992,,7.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1993,,7.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CHL,,A,,AC,,Y_GE15,,_T,,L_PS,,_Z,,1994,,7.7,,A,,0,,,
